age,gender,department,education,years_experience,salary,performance_score,satisfaction_score,work_life_balance,monthly_hours,num_projects,distance_from_home,attrition
26,Female,Operations,Master,2,49338.0,2,4.0,Excellent,185.0,2,6.0,1
25,Female,Finance,Bachelor,3,41268.0,1,1.0,Excellent,172.0,1,3.0,0
27,Male,Operations,Master,2,46746.0,4,1.0,Poor,163.0,6,2.0,0
53,Male,Sales,Master,33,124482.0,5,4.0,Good,199.0,1,42.0,0
51,Male,Sales,Master,32,130265.0,5,3.0,Good,181.0,5,3.0,0
56,Female,IT,Bachelor,35,121815.0,4,4.0,Excellent,171.0,3,1.0,0
37,Female,IT,Bachelor,18,333451.0,2,3.0,Excellent,149.0,6,40.0,0
34,Female,Sales,Bachelor,11,66615.0,3,5.0,Excellent,213.0,7,10.0,0
51,Male,IT,Bachelor,26,98344.0,3,5.0,Excellent,177.0,7,20.0,1
40,Female,Sales,PhD,17,96608.0,4,5.0,Fair,144.0,3,1.0,0
38,Female,IT,High School,19,92436.0,4,2.0,Excellent,177.0,1,11.0,1
40,Male,Finance,Master,19,84024.0,3,5.0,Good,169.0,6,7.0,0
49,Male,IT,Bachelor,27,85374.0,3,3.0,Poor,168.0,2,18.0,1
47,Female,Sales,Bachelor,28,100578.0,1,4.0,Good,189.0,7,1.0,0
58,Male,IT,Master,34,126716.0,3,,Excellent,170.0,1,7.0,0
47,Female,Sales,Master,28,115772.0,3,1.0,Excellent,167.0,2,20.0,0
44,Male,Operations,Bachelor,20,80858.0,2,5.0,Fair,209.0,6,9.0,0
30,Male,Sales,Bachelor,8,56040.0,3,1.0,Good,131.0,3,10.0,0
33,Male,Finance,Bachelor,14,85036.0,5,4.0,Excellent,173.0,5,2.0,0
22,Male,Operations,High School,0,36412.0,4,4.0,Fair,198.0,4,2.0,0
22,Female,Finance,Bachelor,0,37818.0,2,4.0,Good,190.0,3,,0
55,Male,Finance,Bachelor,32,108963.0,3,2.0,Good,200.0,2,14.0,1
53,Female,Finance,Bachelor,31,96417.0,3,3.0,Good,225.0,1,47.0,0
46,Male,Operations,Master,21,74115.0,3,4.0,Fair,217.0,7,15.0,0
22,Female,HR,Bachelor,3,33350.0,3,3.0,Good,146.0,6,9.0,0
37,Male,HR,Bachelor,15,46857.0,4,3.0,Excellent,134.0,3,24.0,0
26,Female,HR,Bachelor,5,46608.0,4,3.0,Good,183.0,7,2.0,1
43,Female,HR,Master,19,,4,,Excellent,141.0,7,8.0,0
50,Male,HR,Master,31,106993.0,3,,Good,126.0,5,5.0,0
24,Male,IT,Bachelor,0,31046.0,4,,Fair,182.0,6,2.0,0
33,Female,Sales,Master,9,56590.0,3,4.0,Good,189.0,2,18.0,0
47,Female,Sales,Bachelor,25,96106.0,2,3.0,Fair,,6,9.0,0
37,Male,Sales,Bachelor,15,73161.0,4,3.0,Excellent,194.0,6,10.0,0
58,Female,IT,Bachelor,35,111885.0,4,1.0,Fair,222.0,1,7.0,0
43,Female,Sales,Bachelor,19,75601.0,5,3.0,Good,183.0,4,8.0,0
50,Female,HR,Master,27,109219.0,4,3.0,Good,146.0,7,2.0,0
35,Female,IT,Master,11,56243.0,5,,Excellent,195.0,2,14.0,1
49,Female,Finance,High School,26,96718.0,5,3.0,Fair,208.0,1,7.0,0
26,Male,Sales,Master,3,36051.0,4,3.0,Poor,184.0,7,21.0,0
51,Male,Sales,Bachelor,30,109525.0,4,3.0,Fair,211.0,4,3.0,0
26,Male,Finance,High School,3,34018.0,4,3.0,Excellent,171.0,1,3.0,0
33,Female,HR,Bachelor,11,46007.0,5,5.0,Fair,188.0,4,13.0,0
37,Female,Sales,Bachelor,14,60360.0,4,3.0,Fair,170.0,4,23.0,0
47,Male,Operations,Bachelor,23,83198.0,2,1.0,Fair,234.0,4,,0
47,Female,Operations,Bachelor,24,98548.0,4,1.0,Good,196.0,1,,0
42,Female,IT,Bachelor,17,73886.0,3,5.0,Poor,147.0,6,88.0,1
57,Female,IT,Bachelor,37,114849.0,3,2.0,Fair,221.0,4,56.0,0
54,Male,Operations,Master,30,,3,4.0,Fair,156.0,6,17.0,0
51,Male,HR,Bachelor,26,100011.0,4,1.0,Good,175.0,7,17.0,0
58,Male,HR,PhD,34,132309.0,5,5.0,Good,186.0,7,4.0,0
44,Male,Finance,Bachelor,22,72569.0,3,5.0,Good,436.0,2,22.0,0
31,Male,IT,Master,11,64103.0,2,4.0,Excellent,187.0,5,7.0,0
26,Male,IT,Master,6,53235.0,3,1.0,Excellent,146.0,6,40.0,1
57,Male,IT,Master,35,130452.0,4,3.0,Good,187.0,7,2.0,0
55,Male,Finance,Bachelor,35,122358.0,3,3.0,Excellent,202.0,5,7.0,0
52,Male,HR,Master,30,121452.0,3,3.0,Good,201.0,4,10.0,0
31,Female,Finance,Bachelor,6,32108.0,3,3.0,Excellent,142.0,5,7.0,0
40,Male,IT,Bachelor,19,79168.0,3,1.0,Good,158.0,5,3.0,1
53,Female,Sales,Bachelor,29,101223.0,3,4.0,Good,148.0,4,11.0,0
22,Female,IT,Bachelor,0,51423.0,4,3.0,Good,183.0,6,17.0,0
26,Male,Finance,High School,2,35517.0,2,3.0,Excellent,136.0,4,13.0,0
25,Male,HR,PhD,0,45018.0,4,1.0,Fair,146.0,2,4.0,0
37,Male,Sales,Master,16,80882.0,3,5.0,Fair,158.0,3,16.0,0
45,Female,Operations,Bachelor,20,,3,3.0,Good,130.0,1,4.0,0
37,Female,Sales,PhD,17,76587.0,3,4.0,Fair,174.0,4,3.0,0
23,Male,Operations,Bachelor,0,33266.0,4,3.0,Good,122.0,4,15.0,0
49,Female,Sales,PhD,30,122515.0,5,1.0,Fair,187.0,5,23.0,0
53,Male,Finance,Bachelor,32,,5,3.0,Fair,,2,8.0,0
48,Male,Sales,High School,28,,4,3.0,Excellent,159.0,7,10.0,0
41,Female,Operations,Master,20,81248.0,3,4.0,Good,163.0,7,5.0,1
45,Male,IT,Master,25,109531.0,4,4.0,Good,173.0,5,9.0,0
33,Female,Sales,Master,8,68867.0,4,,Fair,189.0,6,2.0,0
56,Male,IT,PhD,34,,3,5.0,Fair,207.0,4,38.0,0
54,Female,Sales,Master,30,100513.0,4,3.0,Excellent,200.0,4,20.0,0
54,Male,Sales,Master,31,121364.0,3,,Excellent,230.0,5,14.0,0
58,Male,Operations,Master,35,113132.0,3,5.0,Good,191.0,4,10.0,0
33,Female,IT,Master,8,54710.0,3,2.0,Excellent,178.0,6,19.0,0
24,Male,Finance,Bachelor,0,36924.0,3,,Excellent,163.0,3,9.0,0
22,Female,HR,Master,0,45260.0,4,3.0,Excellent,164.0,1,5.0,0
54,Female,Finance,Bachelor,29,106155.0,3,4.0,Good,188.0,1,3.0,0
31,Female,Sales,Master,7,68003.0,2,3.0,Fair,150.0,1,13.0,0
50,Female,Sales,Master,28,114480.0,2,5.0,Good,180.0,3,32.0,0
34,Female,Finance,Master,9,46347.0,4,4.0,Good,174.0,4,3.0,0
33,Female,Operations,Master,11,64543.0,4,2.0,Fair,156.0,5,3.0,0
52,Female,IT,Master,28,109667.0,3,2.0,Excellent,148.0,7,7.0,1
23,Female,IT,Bachelor,0,28730.0,1,4.0,Poor,238.0,2,20.0,1
56,Male,IT,Master,32,115062.0,2,2.0,Good,,4,5.0,0
44,Male,Operations,Bachelor,19,69258.0,5,4.0,Fair,173.0,3,4.0,0
38,Female,IT,High School,14,84205.0,3,3.0,Good,205.0,6,12.0,0
47,Male,IT,Bachelor,25,89390.0,3,3.0,Fair,188.0,3,10.0,0
29,Male,Operations,Bachelor,10,,1,1.0,Excellent,163.0,7,1.0,0
50,Male,Sales,Bachelor,28,90869.0,4,4.0,Good,145.0,1,355.0,0
47,Male,Sales,Master,23,102756.0,4,2.0,Excellent,178.0,4,13.0,0
31,Female,HR,Bachelor,6,46837.0,3,,Excellent,109.0,7,8.0,0
47,Female,Operations,Bachelor,24,82624.0,2,3.0,Good,179.0,1,43.0,0
55,Male,Sales,High School,33,108759.0,3,4.0,Excellent,175.0,2,14.0,0
28,Male,IT,Bachelor,6,44878.0,4,,Poor,201.0,6,1.0,0
25,Female,IT,Master,5,45747.0,5,2.0,Fair,146.0,1,8.0,1
32,Male,IT,High School,9,50450.0,4,4.0,Fair,166.0,2,7.0,0
50,Female,HR,Bachelor,26,76080.0,4,1.0,Fair,185.0,3,2.0,0
57,Male,IT,Bachelor,38,130692.0,2,3.0,Excellent,180.0,1,31.0,0
46,Male,IT,High School,21,92317.0,4,2.0,Poor,141.0,1,20.0,1
42,Female,IT,Bachelor,22,88634.0,4,4.0,Good,158.0,5,4.0,0
57,Male,HR,Bachelor,33,130614.0,3,5.0,Good,209.0,6,4.0,0
31,Female,HR,Master,10,70456.0,5,4.0,Good,181.0,6,1.0,1
58,Female,Operations,Master,38,144142.0,3,3.0,Good,133.0,7,5.0,0
30,Male,Sales,Bachelor,8,59906.0,3,4.0,Excellent,197.0,3,11.0,0
45,Female,Finance,PhD,24,87991.0,4,1.0,Fair,135.0,5,7.0,0
56,Female,Finance,Bachelor,34,118389.0,4,5.0,Fair,167.0,7,42.0,0
56,Male,IT,Bachelor,34,103936.0,4,2.0,Good,189.0,2,1.0,0
57,Female,IT,PhD,36,130552.0,2,5.0,Good,205.0,7,11.0,0
39,Female,IT,Bachelor,20,71944.0,4,4.0,Good,116.0,2,24.0,0
53,Female,Sales,PhD,32,,4,4.0,Excellent,192.0,3,8.0,0
45,Female,IT,High School,21,87703.0,3,4.0,Good,,6,1.0,0
44,Male,Sales,Bachelor,24,93471.0,5,3.0,Good,161.0,2,4.0,0
53,Female,IT,High School,33,,4,4.0,Poor,177.0,3,5.0,0
58,Female,Finance,Master,37,138281.0,2,1.0,Good,98.0,7,41.0,0
33,Female,IT,Master,9,68767.0,4,4.0,Good,,2,30.0,0
34,Female,Finance,Master,14,78540.0,2,4.0,Fair,202.0,4,36.0,1
44,Female,HR,Bachelor,20,,1,5.0,Fair,161.0,1,21.0,0
46,Male,Operations,Bachelor,22,79085.0,3,3.0,Excellent,166.0,7,6.0,1
56,Female,HR,High School,34,,5,1.0,Good,180.0,6,29.0,0
51,Female,Sales,Bachelor,31,113367.0,3,3.0,Fair,165.0,7,49.0,0
38,Female,Finance,PhD,18,84371.0,4,4.0,Good,163.0,4,6.0,0
41,Female,Sales,Bachelor,19,77409.0,3,3.0,Fair,184.0,3,4.0,0
46,Male,IT,Master,25,89975.0,4,3.0,Excellent,137.0,3,10.0,0
43,Male,Operations,Master,21,100707.0,4,4.0,Fair,203.0,7,3.0,0
34,Male,Sales,Bachelor,14,,4,4.0,Good,169.0,4,1.0,0
40,Male,IT,Master,20,79230.0,3,3.0,Good,149.0,7,,0
57,Female,Finance,High School,38,114178.0,4,3.0,Excellent,146.0,1,32.0,0
33,Female,Operations,High School,12,63099.0,5,4.0,Fair,176.0,1,3.0,0
40,Female,Finance,High School,18,,4,3.0,Good,167.0,5,7.0,0
33,Male,IT,Bachelor,8,41225.0,3,4.0,Good,136.0,2,22.0,0
30,Female,Finance,Bachelor,5,48792.0,5,1.0,Good,159.0,5,13.0,1
28,Male,IT,Bachelor,7,,1,5.0,Good,154.0,1,7.0,0
49,Male,Finance,Bachelor,27,104085.0,4,3.0,Good,206.0,4,17.0,0
35,Female,Operations,Bachelor,13,67965.0,5,3.0,Excellent,178.0,2,28.0,1
52,Female,Finance,Master,28,111242.0,2,4.0,Poor,214.0,4,32.0,0
40,Male,Operations,Master,20,75324.0,3,4.0,Poor,157.0,5,6.0,0
37,Male,Sales,High School,14,70449.0,3,2.0,Excellent,167.0,3,3.0,1
26,Male,Finance,Bachelor,7,51516.0,4,4.0,Fair,184.0,4,,0
56,Male,Finance,Master,35,130783.0,4,,Excellent,190.0,5,2.0,0
33,Female,Sales,Bachelor,10,56565.0,3,,Good,193.0,5,16.0,0
46,Male,Operations,Master,23,90469.0,3,4.0,Good,152.0,5,2.0,0
42,Male,IT,Bachelor,21,91163.0,3,3.0,Fair,153.0,3,6.0,0
57,Male,Finance,Bachelor,35,124685.0,3,4.0,Fair,166.0,3,7.0,1
44,Male,Finance,Bachelor,23,78896.0,3,3.0,Good,212.0,7,3.0,0
37,Male,Finance,Bachelor,14,75514.0,5,2.0,Excellent,149.0,3,31.0,1
35,Male,Sales,Master,15,78553.0,1,5.0,Excellent,161.0,2,,0
52,Male,HR,Bachelor,33,113533.0,5,4.0,Fair,193.0,3,27.0,0
26,Male,HR,Master,7,56089.0,4,3.0,Fair,191.0,3,26.0,0
56,Female,Operations,Master,36,129376.0,3,3.0,Poor,188.0,3,5.0,1
44,Male,IT,Bachelor,24,,4,3.0,Excellent,177.0,4,15.0,0
50,Female,IT,Master,28,118264.0,4,5.0,Fair,148.0,3,4.0,0
32,Male,Finance,Bachelor,7,55594.0,3,2.0,Poor,157.0,2,18.0,1
39,Female,IT,Bachelor,18,,2,3.0,Fair,203.0,5,10.0,0
33,Female,HR,Master,14,82113.0,3,3.0,Fair,194.0,4,5.0,0
30,Female,HR,Bachelor,10,48325.0,3,3.0,Excellent,141.0,1,7.0,0
31,Female,Operations,Bachelor,10,59667.0,1,3.0,Good,196.0,3,,0
38,Male,HR,Bachelor,19,76272.0,3,2.0,Fair,207.0,7,29.0,0
59,Male,HR,Bachelor,38,108521.0,2,2.0,Fair,176.0,7,2.0,0
28,Male,Sales,Master,9,49811.0,3,3.0,Fair,185.0,5,11.0,0
34,Female,Sales,Master,12,64696.0,2,5.0,Poor,200.0,5,4.0,0
30,Male,Sales,Master,5,55821.0,2,2.0,Fair,157.0,4,20.0,0
48,Male,Sales,Master,23,92203.0,3,4.0,Good,233.0,7,1.0,0
23,Female,HR,Bachelor,3,32771.0,5,4.0,Fair,205.0,1,,0
26,Female,Finance,Bachelor,7,53606.0,1,4.0,Fair,188.0,6,3.0,0
50,Female,HR,High School,28,95559.0,4,5.0,Good,174.0,7,11.0,0
58,Female,Finance,Bachelor,34,125646.0,2,3.0,Excellent,187.0,7,22.0,0
59,Female,Operations,Bachelor,38,134320.0,5,,Good,135.0,2,,1
40,Male,Finance,PhD,19,97675.0,2,,Good,227.0,6,,0
29,Male,Finance,Bachelor,6,51027.0,5,3.0,Good,203.0,5,9.0,0
22,Male,HR,Bachelor,0,34937.0,4,4.0,Good,211.0,6,27.0,0
43,Male,IT,Bachelor,24,88034.0,1,4.0,Poor,175.0,7,11.0,0
38,Female,Sales,Master,15,84393.0,5,5.0,Excellent,,5,30.0,0
28,Male,IT,Master,8,68071.0,4,2.0,Fair,158.0,6,10.0,0
46,Female,Operations,Bachelor,27,89880.0,3,5.0,Good,195.0,5,9.0,0
25,Male,Finance,Bachelor,2,36228.0,4,3.0,Excellent,162.0,5,4.0,0
57,Female,Sales,Master,32,121140.0,5,3.0,Good,170.0,4,10.0,0
27,Female,IT,Bachelor,6,51796.0,3,3.0,Excellent,188.0,1,2.0,0
52,Male,Finance,Bachelor,33,108949.0,3,4.0,Good,158.0,5,,0
40,Male,Sales,Master,17,77717.0,4,3.0,Excellent,201.0,2,14.0,1
48,Male,IT,Master,23,98851.0,4,5.0,Excellent,174.0,7,61.0,0
31,Male,Operations,High School,9,61950.0,5,5.0,Excellent,137.0,7,2.0,0
47,Male,IT,Master,24,90404.0,4,5.0,Excellent,158.0,2,,0
40,Male,Sales,Master,20,81801.0,3,1.0,Excellent,207.0,3,26.0,0
24,Male,HR,Bachelor,4,35835.0,5,5.0,Good,356.0,5,7.0,0
34,Female,Operations,PhD,14,82259.0,2,4.0,Good,197.0,5,8.0,0
49,Female,HR,Master,30,100875.0,3,2.0,Fair,178.0,5,24.0,0
41,Female,Sales,Master,20,101985.0,4,2.0,Good,170.0,6,,0
49,Male,IT,Master,26,103957.0,4,2.0,Excellent,237.0,5,3.0,0
29,Female,IT,Bachelor,7,45259.0,1,1.0,Good,142.0,5,27.0,0
22,Male,HR,Bachelor,0,42981.0,4,4.0,Excellent,156.0,2,1.0,0
24,Male,Finance,Bachelor,3,43242.0,3,5.0,Excellent,174.0,1,28.0,0
34,Female,Sales,Bachelor,9,48216.0,3,3.0,Fair,235.0,1,1.0,0
49,Male,Operations,Bachelor,28,101316.0,4,4.0,Fair,400.0,3,14.0,0
46,Female,Sales,Master,26,104666.0,3,5.0,Fair,181.0,2,1.0,0
54,Female,IT,Master,35,139086.0,1,3.0,Fair,166.0,5,15.0,1
59,Male,Sales,Master,34,123660.0,3,5.0,Good,183.0,1,1.0,0
27,Male,IT,Master,8,48463.0,5,4.0,Excellent,168.0,4,23.0,0
53,Male,HR,Master,33,107482.0,2,,Excellent,192.0,4,8.0,0
42,Female,HR,Bachelor,18,86801.0,3,3.0,Good,194.0,4,2.0,0
37,Male,Sales,Bachelor,16,63691.0,4,4.0,Poor,169.0,5,,0
42,Male,HR,Bachelor,21,87861.0,3,1.0,Fair,146.0,5,9.0,0
32,Male,Sales,Master,10,65574.0,1,4.0,Good,177.0,3,3.0,0
58,Female,Finance,Bachelor,35,114166.0,4,3.0,Fair,,7,1.0,0
57,Male,Operations,Master,32,117921.0,3,5.0,Fair,154.0,3,7.0,0
56,Male,IT,High School,37,135167.0,5,3.0,Good,183.0,3,2.0,0
40,Female,HR,Master,15,65915.0,3,2.0,Fair,144.0,6,2.0,0
41,Female,IT,Master,19,84408.0,3,4.0,Excellent,149.0,4,4.0,1
39,Male,Sales,Master,17,89752.0,3,2.0,Fair,207.0,5,12.0,0
35,Male,IT,PhD,16,79734.0,3,4.0,Poor,192.0,4,10.0,0
36,Male,Finance,Master,13,83038.0,4,5.0,Poor,183.0,3,1.0,0
52,Female,HR,PhD,33,139637.0,3,4.0,Fair,116.0,5,42.0,0
22,Male,Sales,PhD,3,59674.0,3,1.0,Good,161.0,2,27.0,0
24,Male,Finance,Master,4,45974.0,4,4.0,Good,190.0,1,4.0,0
37,Female,HR,Master,14,63707.0,4,4.0,Good,380.0,1,2.0,0
44,Female,Finance,High School,23,93156.0,3,4.0,Good,166.0,3,35.0,0
32,Male,HR,Bachelor,12,81989.0,3,1.0,Good,194.0,7,8.0,0
33,Female,HR,Bachelor,9,53667.0,3,3.0,Good,137.0,4,5.0,0
31,Female,Sales,Bachelor,8,35391.0,1,4.0,Poor,133.0,2,,1
53,Male,Sales,Bachelor,31,111160.0,2,2.0,Good,137.0,5,18.0,1
37,Male,Operations,PhD,17,99382.0,4,3.0,Excellent,183.0,7,3.0,0
29,Female,Sales,Master,6,47657.0,5,3.0,Excellent,161.0,4,18.0,0
59,Male,Operations,Master,34,119835.0,3,4.0,Good,196.0,3,17.0,0
33,Male,HR,Bachelor,14,59020.0,3,5.0,Fair,178.0,4,10.0,0
45,Male,Sales,High School,21,78249.0,2,4.0,Fair,222.0,3,25.0,0
49,Female,Sales,High School,28,98622.0,3,,Excellent,144.0,6,2.0,0
29,Male,Sales,Bachelor,10,48112.0,1,3.0,Fair,183.0,1,11.0,0
49,Male,Operations,High School,24,,5,5.0,Fair,155.0,7,8.0,0
57,Male,IT,High School,32,,4,5.0,Fair,190.0,1,7.0,0
47,Male,IT,PhD,23,106038.0,5,5.0,Fair,177.0,4,4.0,0
29,Female,IT,Master,8,56510.0,5,4.0,Fair,150.0,2,6.0,0
49,Female,Sales,Bachelor,27,98165.0,3,3.0,Good,,5,2.0,0
49,Male,IT,High School,29,90338.0,4,4.0,Good,176.0,3,4.0,0
58,Male,Sales,Bachelor,37,124605.0,3,3.0,Excellent,160.0,5,4.0,0
57,Female,Finance,High School,34,111674.0,3,3.0,Poor,,1,16.0,0
48,Male,IT,PhD,23,109415.0,5,4.0,Fair,149.0,2,1.0,0
38,Male,IT,Bachelor,15,70697.0,2,1.0,Good,227.0,2,13.0,0
30,Female,IT,Bachelor,8,426675.0,5,1.0,Good,198.0,5,4.0,0
54,Female,IT,Bachelor,31,108323.0,3,3.0,Good,183.0,1,2.0,1
41,Male,Operations,High School,20,88533.0,5,3.0,Excellent,246.0,5,5.0,0
34,Male,HR,Master,11,64924.0,5,5.0,Poor,167.0,4,4.0,1
49,Male,Sales,Master,27,105306.0,4,,Excellent,190.0,2,10.0,0
50,Male,HR,Master,28,109272.0,4,2.0,Good,180.0,2,6.0,0
34,Male,Sales,High School,12,66192.0,3,2.0,Fair,194.0,4,41.0,0
56,Male,Sales,Bachelor,35,122547.0,4,1.0,Excellent,212.0,1,40.0,1
27,Male,Operations,Bachelor,5,43580.0,5,1.0,Good,188.0,2,8.0,0
39,Female,Finance,Master,14,65178.0,4,4.0,Fair,201.0,7,20.0,0
26,Female,Operations,Bachelor,7,52404.0,4,3.0,Poor,161.0,6,1.0,0
46,Male,IT,Bachelor,24,83108.0,4,4.0,Fair,169.0,6,10.0,0
23,Male,HR,Master,0,32672.0,4,5.0,Good,215.0,6,17.0,0
31,Female,Sales,Master,11,58392.0,4,4.0,Fair,189.0,3,3.0,0
51,Male,Sales,Bachelor,28,99334.0,4,1.0,Fair,181.0,7,1.0,0
26,Male,Finance,Bachelor,6,54693.0,4,2.0,Poor,156.0,3,3.0,0
54,Female,IT,Bachelor,31,99777.0,2,5.0,Good,,1,7.0,0
22,Male,Finance,Master,1,55928.0,3,3.0,Excellent,155.0,4,9.0,0
39,Female,Finance,Bachelor,16,77278.0,3,4.0,Excellent,148.0,5,6.0,0
53,Female,Sales,PhD,32,118283.0,2,5.0,Fair,177.0,7,7.0,0
32,Male,HR,Bachelor,11,54437.0,2,5.0,Excellent,114.0,1,8.0,0
42,Male,Finance,PhD,20,,4,5.0,Good,,5,18.0,0
47,Male,Sales,Master,22,100319.0,2,,Excellent,184.0,1,2.0,0
46,Female,Finance,Bachelor,26,87094.0,3,3.0,Good,166.0,3,18.0,0
43,Female,HR,Master,21,79531.0,4,5.0,Good,168.0,6,15.0,0
48,Female,Sales,High School,26,92394.0,5,4.0,Excellent,172.0,4,17.0,0
34,Male,HR,PhD,15,96855.0,4,1.0,Poor,155.0,3,16.0,0
54,Female,Operations,Master,33,120959.0,5,4.0,Good,179.0,4,8.0,0
55,Female,Sales,High School,34,118187.0,4,4.0,Excellent,168.0,7,3.0,0
56,Female,Finance,Master,36,133497.0,3,5.0,Excellent,177.0,5,10.0,0
22,Female,Sales,PhD,0,37901.0,4,4.0,Excellent,171.0,1,39.0,0
42,Female,Finance,High School,19,70305.0,4,3.0,Good,166.0,2,11.0,0
27,Female,Finance,Bachelor,5,42551.0,3,5.0,Fair,,2,1.0,0
49,Female,IT,Master,25,98041.0,1,4.0,Poor,194.0,4,1.0,0
38,Male,IT,Master,14,88635.0,4,4.0,Good,161.0,6,60.0,0
26,Male,Finance,Bachelor,3,,1,,Good,184.0,6,1.0,0
52,Female,IT,Bachelor,28,92725.0,4,3.0,Fair,187.0,4,1.0,0
26,Male,Finance,High School,7,49824.0,3,4.0,Fair,142.0,3,6.0,0
59,Female,Sales,Bachelor,36,114976.0,4,1.0,Good,199.0,2,42.0,0
24,Female,Operations,Bachelor,3,14365.0,4,3.0,Excellent,226.0,3,5.0,0
44,Female,Finance,PhD,22,120477.0,1,4.0,Excellent,172.0,5,7.0,0
58,Male,Operations,High School,33,103905.0,3,3.0,Excellent,170.0,2,13.0,0
58,Male,Sales,Master,36,134487.0,4,,Excellent,169.0,5,1.0,0
31,Male,HR,High School,8,39972.0,4,2.0,Good,190.0,1,28.0,0
31,Female,HR,Bachelor,12,53095.0,5,3.0,Excellent,187.0,3,9.0,0
40,Female,IT,Bachelor,17,59516.0,3,4.0,Good,135.0,4,8.0,0
38,Female,IT,Bachelor,16,64070.0,4,3.0,Excellent,153.0,2,24.0,0
42,Male,Sales,Master,23,92345.0,3,1.0,Excellent,187.0,3,37.0,0
35,Female,Finance,PhD,16,88939.0,3,,Excellent,171.0,4,7.0,0
30,Female,HR,Master,11,64519.0,3,,Good,145.0,1,3.0,0
22,Male,Sales,PhD,2,380526.0,4,4.0,Poor,212.0,2,21.0,0
34,Female,Finance,Master,11,63308.0,3,2.0,Fair,155.0,5,7.0,1
25,Male,IT,Bachelor,1,44076.0,2,3.0,Poor,175.0,1,,1
22,Male,Sales,Master,0,50627.0,4,5.0,Fair,170.0,6,36.0,0
53,Female,Operations,Master,30,118645.0,4,3.0,Fair,148.0,4,2.0,0
55,Male,Operations,High School,32,115304.0,3,4.0,Fair,179.0,2,38.0,0
49,Female,HR,Master,29,128986.0,2,3.0,Good,184.0,2,6.0,0
52,Female,Sales,High School,28,104569.0,3,2.0,Good,163.0,7,258.0,1
29,Female,Finance,Bachelor,6,50153.0,3,4.0,Fair,166.0,7,1.0,0
47,Male,IT,Master,24,87483.0,4,4.0,Good,190.0,1,27.0,0
55,Male,IT,High School,35,108598.0,3,,Good,125.0,2,,0
24,Female,IT,Bachelor,4,39738.0,4,3.0,Good,153.0,4,13.0,1
33,Male,HR,PhD,11,71040.0,5,2.0,Excellent,180.0,1,28.0,0
22,Male,HR,Master,2,37016.0,3,4.0,Fair,161.0,5,9.0,0
26,Male,IT,Bachelor,1,25440.0,5,4.0,Fair,161.0,1,7.0,0
51,Female,HR,Master,27,96111.0,3,2.0,Good,197.0,1,255.0,0
51,Male,Operations,Bachelor,29,96168.0,3,1.0,Fair,159.0,5,17.0,0
38,Female,IT,Bachelor,13,65215.0,3,2.0,Good,224.0,6,36.0,0
44,Female,Finance,PhD,21,116870.0,2,,Good,131.0,7,34.0,0
36,Male,Operations,Master,13,78875.0,2,,Fair,119.0,4,6.0,0
58,Male,IT,Bachelor,36,,3,5.0,Fair,196.0,6,8.0,0
42,Female,IT,Master,22,82011.0,4,2.0,Fair,150.0,6,4.0,0
35,Female,HR,Master,16,80954.0,5,5.0,Good,150.0,6,,0
23,Female,HR,High School,4,39464.0,4,,Good,199.0,7,6.0,1
32,Female,Finance,Bachelor,9,54825.0,2,3.0,Fair,162.0,3,19.0,0
59,Male,IT,Bachelor,38,122114.0,4,4.0,Fair,197.0,7,2.0,0
55,Male,Operations,Master,34,138296.0,4,3.0,Poor,159.0,6,2.0,0
59,Male,Sales,Master,37,132922.0,4,3.0,Poor,184.0,3,3.0,0
55,Male,Sales,Master,30,116201.0,4,2.0,Excellent,162.0,5,2.0,0
39,Male,HR,PhD,17,76800.0,5,2.0,Poor,152.0,7,,0
51,Male,IT,Master,27,106646.0,3,4.0,Good,218.0,4,2.0,0
36,Male,Sales,High School,16,,4,4.0,Excellent,202.0,6,3.0,0
48,Female,IT,Bachelor,28,104444.0,3,4.0,Poor,156.0,2,1.0,1
55,Female,IT,Bachelor,33,95255.0,5,4.0,Good,170.0,5,19.0,0
59,Male,Sales,Bachelor,36,116402.0,3,4.0,Excellent,211.0,3,21.0,0
54,Female,Operations,Master,31,131355.0,1,1.0,Excellent,150.0,7,3.0,1
45,Male,Sales,Master,24,98794.0,2,2.0,Good,151.0,4,17.0,1
36,Female,Finance,Bachelor,15,,4,5.0,Excellent,186.0,1,7.0,0
51,Male,Finance,Bachelor,31,120452.0,3,1.0,Excellent,231.0,4,4.0,0
38,Female,Operations,Master,17,81263.0,3,4.0,Fair,176.0,4,12.0,0
26,Female,Sales,Bachelor,1,38828.0,5,,Excellent,201.0,6,,0
50,Male,Operations,Bachelor,29,105791.0,5,4.0,Good,149.0,6,17.0,1
25,Male,HR,Bachelor,0,35001.0,3,4.0,Good,184.0,7,1.0,0
31,Male,HR,High School,10,58033.0,3,3.0,Excellent,166.0,7,39.0,1
38,Male,HR,PhD,18,90618.0,4,3.0,Excellent,221.0,3,,0
31,Male,Finance,High School,11,53917.0,5,4.0,Good,214.0,7,11.0,0
38,Female,IT,Bachelor,13,55663.0,4,,Poor,231.0,3,28.0,0
41,Male,Finance,Bachelor,19,64382.0,4,2.0,Good,157.0,6,1.0,0
45,Female,HR,PhD,25,122456.0,3,4.0,Good,175.0,6,9.0,0
26,Female,Finance,Bachelor,4,40080.0,4,,Good,184.0,2,6.0,0
